_id,CW_HSCODE,url_for_verify,foreign_id,mark,COUNTRY,UNIT1,UNIT2,QUANTITY1_CURRENT_MONTH,QUANTITY2_CURRENT_MONTH,VALUE_CURRENT_MONTH,QUANTITY1_CUMULATIVE_YEAR_TO_DATE,QUANTITY2_CUMULATIVE_YEAR_TO_DATE,VALUE_CUMULATIVE_YEAR_TO_DATE,idx_start,idx_end,page_start,page_end,idx_total
670d21ea631a82b8a8a30e47,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,210 FRANCE, ,KG, ,80,624, ,879,5083,1,119,1,1,119
670d21ea631a82b8a8a30e48,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,213 GERMANY, ,KG, ,77,1519, ,1714,28294,1,119,1,1,119
670d21ea631a82b8a8a30e49,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,223 POLAND, ,KG, ,100,716, ,2195,13154,1,119,1,1,119
670d21ea631a82b8a8a30e4a,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,225 AUSTRIA, ,KG, ,15,241, ,15,241,1,119,1,1,119
670d21ea631a82b8a8a30e4b,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,227 HUNGARY, ,KG, ,0,0, ,44,487,1,119,1,1,119
670d21ea631a82b8a8a30e4c,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,235 ESTONIA, ,KG, ,0,0, ,15,246,1,119,1,1,119
670d21ea631a82b8a8a30e4d,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,237 LITHUAN, ,KG, ,64,251, ,64,251,1,119,1,1,119
670d21ea631a82b8a8a30e4e,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,245 CZECH, ,KG, ,30,570, ,30,570,1,119,1,1,119
670d21ea631a82b8a8a30e4f,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,302 CANADA, ,KG, ,497,4186, ,553,4396,1,119,1,1,119
670d21ea631a82b8a8a30e50,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,304 USA, ,KG, ,189,3291, ,5297,52360,1,119,1,1,119
670d21ea631a82b8a8a30e51,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,401 COLMBIA, ,KG, ,0,0, ,34,476,1,119,1,1,119
670d21ea631a82b8a8a30e52,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,409 CHILE, ,KG, ,0,0, ,62,351,1,119,1,1,119
670d21ea631a82b8a8a30e53,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,601 AUSTRAL, ,KG, ,1028,4099, ,2203,8289,1,119,1,1,119
670d21ea631a82b8a8a30e54,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,606 NEWZELD, ,KG, ,169,1402, ,199,1638,1,119,1,1,119
670d21ea631a82b8a8a30e55,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,(0902.10-900  )TOTAL, ,KG, ,875,6716, ,7086,51555,1,119,1,1,119
670d21ea631a82b8a8a30e56,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,105 CHINA, ,KG, ,6,260, ,6,260,1,119,1,1,119
670d21ea631a82b8a8a30e57,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,106 TAIWAN, ,KG, ,250,951, ,469,2282,1,119,1,1,119
670d21ea631a82b8a8a30e58,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,108 HG KONG, ,KG, ,0,0, ,99,1407,1,119,1,1,119
670d21ea631a82b8a8a30e59,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,123 INDIA, ,KG, ,0,0, ,1764,14112,1,119,1,1,119
670d21ea631a82b8a8a30e5a,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,135 BAHRAIN, ,KG, ,232,1650, ,232,1650,1,119,1,1,119
670d21ea631a82b8a8a30e5b,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,147 U ARB E, ,KG, ,25,377, ,25,377,1,119,1,1,119
670d21ea631a82b8a8a30e5c,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,203 SWEDEN, ,KG, ,0,0, ,145,321,1,119,1,1,119
670d21ea631a82b8a8a30e5d,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,205 U KING, ,KG, ,0,0, ,70,586,1,119,1,1,119
670d21ea631a82b8a8a30e5e,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,207 NETHLDS, ,KG, ,0,0, ,19,212,1,119,1,1,119
670d21ea631a82b8a8a30e5f,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,208 BELGIUM, ,KG, ,45,280, ,661,5282,1,119,1,1,119
670d21ea631a82b8a8a30e60,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,210 FRANCE, ,KG, ,0,0, ,181,2196,1,119,1,1,119
670d21ea631a82b8a8a30e61,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,213 GERMANY, ,KG, ,126,616, ,959,6296,1,119,1,1,119
670d21ea631a82b8a8a30e62,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,220 ITALY, ,KG, ,0,0, ,205,839,1,119,1,1,119
670d21ea631a82b8a8a30e63,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,223 POLAND, ,KG, ,0,0, ,390,2472,1,119,1,1,119
670d21ea631a82b8a8a30e64,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,234 TURKEY, ,KG, ,0,0, ,80,720,1,119,1,1,119
670d21ea631a82b8a8a30e65,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,245 CZECH, ,KG, ,0,0, ,146,581,1,119,1,1,119
670d21ea631a82b8a8a30e66,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,246 SLOVAK, ,KG, ,0,0, ,252,862,1,119,1,1,119
670d21ea631a82b8a8a30e67,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,302 CANADA, ,KG, ,0,0, ,417,2025,1,119,1,1,119
670d21ea631a82b8a8a30e68,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,304 USA, ,KG, ,191,2582, ,830,8587,1,119,1,1,119
670d21ea631a82b8a8a30e69,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,200",67092f6ee303cd06213c5559,Result of Search,601 AUSTRAL, ,KG, ,0,0, ,136,488,1,119,1,1,119
670d21ea631a82b8a8a30e6a,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,(200 YOKOHAMA)TOTAL, ,KG, ,37468,127383, ,135629,705076,1,70,1,1,70
670d21ea631a82b8a8a30e6b,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,(0902.10-100  )TOTAL, ,KG, ,26156,105463, ,109409,640968,1,70,1,1,70
670d21ea631a82b8a8a30e6c,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,103 R KOREA, ,KG, ,200,485, ,200,485,1,70,1,1,70
670d21ea631a82b8a8a30e6d,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,106 TAIWAN, ,KG, ,860,2609, ,4960,15375,1,70,1,1,70
670d21ea631a82b8a8a30e6e,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,108 HG KONG, ,KG, ,1070,4220, ,6581,15875,1,70,1,1,70
670d21ea631a82b8a8a30e6f,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,110 VIETNAM, ,KG, ,254,497, ,1794,4143,1,70,1,1,70
670d21ea631a82b8a8a30e70,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,111 THAILND, ,KG, ,400,456, ,3052,10822,1,70,1,1,70
670d21ea631a82b8a8a30e71,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,112 SNGAPOR, ,KG, ,340,1628, ,1488,4069,1,70,1,1,70
670d21ea631a82b8a8a30e72,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,113 MALYSIA, ,KG, ,1220,1017, ,5494,4920,1,70,1,1,70
670d21ea631a82b8a8a30e73,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,117 PHILPIN, ,KG, ,0,0, ,48,357,1,70,1,1,70
670d21ea631a82b8a8a30e74,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,118 INDNSIA, ,KG, ,500,288, ,2140,2748,1,70,1,1,70
670d21ea631a82b8a8a30e75,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,120 CAMBOD, ,KG, ,0,0, ,510,1376,1,70,1,1,70
670d21ea631a82b8a8a30e76,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,123 INDIA, ,KG, ,0,0, ,1632,8153,1,70,1,1,70
670d21ea631a82b8a8a30e77,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,138 KUWAIT, ,KG, ,50,754, ,50,754,1,70,1,1,70
670d21ea631a82b8a8a30e78,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,141 OMAN, ,KG, ,117,514, ,117,514,1,70,1,1,70
670d21ea631a82b8a8a30e79,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,143 ISRAEL, ,KG, ,0,0, ,650,3735,1,70,1,1,70
670d21ea631a82b8a8a30e7a,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,147 U ARB E, ,KG, ,50,412, ,314,1481,1,70,1,1,70
670d21ea631a82b8a8a30e7b,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,205 U KING, ,KG, ,0,0, ,518,5930,1,70,1,1,70
670d21ea631a82b8a8a30e7c,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,207 NETHLDS, ,KG, ,544,5967, ,554,6254,1,70,1,1,70
670d21ea631a82b8a8a30e7d,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,210 FRANCE, ,KG, ,389,1335, ,1432,5104,1,70,1,1,70
670d21ea631a82b8a8a30e7e,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,213 GERMANY, ,KG, ,693,7779, ,1853,16648,1,70,1,1,70
670d21ea631a82b8a8a30e7f,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,218 SPAIN, ,KG, ,102,211, ,302,610,1,70,1,1,70
670d21ea631a82b8a8a30e80,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,220 ITALY, ,KG, ,0,0, ,64,1078,1,70,1,1,70
670d21ea631a82b8a8a30e81,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,224 RUSSIA, ,KG, ,0,0, ,10,252,1,70,1,1,70
670d21ea631a82b8a8a30e82,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,302 CANADA, ,KG, ,232,2786, ,232,2786,1,70,1,1,70
670d21ea631a82b8a8a30e83,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,304 USA, ,KG, ,18309,71089, ,59592,469086,1,70,1,1,70
670d21ea631a82b8a8a30e84,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,305 MEXICO, ,KG, ,500,2462, ,10500,44296,1,70,1,1,70
670d21ea631a82b8a8a30e85,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,413 ARGENT, ,KG, ,0,0, ,160,312,1,70,1,1,70
670d21ea631a82b8a8a30e86,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,601 AUSTRAL, ,KG, ,326,954, ,4019,11411,1,70,1,1,70
670d21ea631a82b8a8a30e87,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,606 NEWZELD, ,KG, ,0,0, ,1143,2394,1,70,1,1,70
670d21ea631a82b8a8a30e88,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,(0902.10-900  )TOTAL, ,KG, ,11312,21920, ,26220,64108,1,70,1,1,70
670d21ea631a82b8a8a30e89,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,106 TAIWAN, ,KG, ,194,710, ,476,2147,1,70,1,1,70
670d21ea631a82b8a8a30e8a,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,108 HG KONG, ,KG, ,642,1141, ,741,1979,1,70,1,1,70
670d21ea631a82b8a8a30e8b,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,110 VIETNAM, ,KG, ,16,304, ,16,304,1,70,1,1,70
670d21ea631a82b8a8a30e8c,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,111 THAILND, ,KG, ,40,398, ,1344,2897,1,70,1,1,70
670d21ea631a82b8a8a30e8d,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,112 SNGAPOR, ,KG, ,500,588, ,856,1885,1,70,1,1,70
670d21ea631a82b8a8a30e8e,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,113 MALYSIA, ,KG, ,400,354, ,1749,2003,1,70,1,1,70
670d21ea631a82b8a8a30e8f,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,117 PHILPIN, ,KG, ,0,0, ,500,498,1,70,1,1,70
670d21ea631a82b8a8a30e90,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,118 INDNSIA, ,KG, ,702,941, ,1378,1794,1,70,1,1,70
670d21ea631a82b8a8a30e91,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,123 INDIA, ,KG, ,0,0, ,96,558,1,70,1,1,70
670d21ea631a82b8a8a30e92,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,205 U KING, ,KG, ,0,0, ,180,1170,1,70,1,1,70
670d21ea631a82b8a8a30e93,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,207 NETHLDS, ,KG, ,104,375, ,1057,4629,1,70,1,1,70
670d21ea631a82b8a8a30e94,090210,"https://www.customs.go.jp/toukei/srch/indexe.htm?M=05&P=1,1,,,,,,,,1,0,2024,0,4,0,2,090210,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,200",67092f6ee303cd06213c555a,Result of Search,210 FRANCE, ,KG, ,768,3123, ,1791,6310,1,70,1,1,70
